AMTRAK,IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,CASINJRR,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,STATION,COUNTY,STATE,REGION,DUMMY2,CITY,HIGHWAY,VEHSPD,TYPVEH,VEHDIR,POSITION,RREQUIP,RRCAR,TYPACC,HAZARD,TEMP,VISIBLTY,WEATHER,TYPEQ,TYPTRK,TRKNAME,TRKCLAS,NBRLOCOS,NBRCARS,TRNSPD,TYPSPD,TRNDIR,SIGNAL,LOCWARN,WARNSIG,LIGHTS,STANDVEH,TRAIN2,MOTORIST,VIEW,VEHDMG,DRIVER,INVEH,TOTKLD,TOTINJ,TOTOCC,INCDRPT,JOINTCD,TYPRR,DUMMY3,CASKLDRR,DUMMY4,CROSSING,NARRLEN,DUMMY5,YEAR4,DIVISION,PUBLIC,CNTYCD,STCNTY,HZMRLSED,HZMNAME,HZMQNTY,HZMMEAS,SIGWARNX,WHISBAN,DRIVAGE,DRIVGEN,PLEONTRN,SSB1,SSB2,USERKLD,USERINJ,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,NARR1,NARR2,NARR3,NARR4,NARR5,SUBDIV,ROADCOND,VIDEOT,VIDEOU,
,12,6,SCAX,60612,,,    ,          ,12,6,UP  ,XXX       ,,1,810867E,12,6,6,3,59,PM,INDUSTRY            ,LOS ANGELES         ,6,7,,INDUSTRY            ,TURNBULL CANYON ROAD,,K,2,3,2,1,1,4,70,2,1,B,1,MAIN 1,4,2,5,75,E,4,3,1,2,3, ,2,5,8,0, , ,0,1,0,2,1,6,,0,  ,1030607,114,,2012,                    ,Y,37,06C037,4,,,, , ,71,1,35,                    ,                    ,0,1,0,0,0,0,"TRESPASSER STEPPED OUT IN FRONT OF TRAIN 411, WHICH STRUCK HIS SHOPPING CART, WHICH IN TURN STRUCK T",HE TRESPASSER.,,,,LOS ANGELES         ,A,1,1,
,12,1,CSX ,100163,,,    ,          ,12,1,CSX ,100163,,0,624215Y,12,1,30,6,3,AM,WINSTON             ,POLK                ,12,3,,WINSTON             ,OLD TAMPA HWY       ,5,A,4,3,6,1,1,4,55,4,1,8,1,SINGLE MAIN         ,1,2,0,8,E,1,1,1,2,2,2,2,1,8,6500,3,1,0,0,1,2,1,1,,0,  ,1030611,248,,2012,                    ,Y,105,12C105,4,,,, , ,  , ,2,                    ,                    ,0,0,0,0,0,0,AUTO MOVING OVER HIGHWAY CROSSING AROUND GATES & LIGHTS THAT WERE WORKING WHEN O71130 WITH LITE ENGS, CLIPPED VEHICLE. VEHICLE DID NOT STOP AND LEFT SCENE OF ACCIDENT. AGE AND GENDER OF MOTORIST UNKNOW,N. PROTECTION ALSO AT CROSSING: ADVANCE WARNING.,,,LAKELAND            ,A,2,2,
,12,3,SCXF,20120305,,,    ,          ,12,3,SCXF,20120305,,1,627679N,12,3,5,4,0,PM,CLEWISTON           ,GLADES              ,12,3,,MOORE HAVEN         ,PRIVATE             ,5,C,4,3,6,1,1,4,72,2,1,8,1,SINGLE MAIN LINE    ,3,1,0,39,R,1, ,1,2,2,2,2,3,8,20000,2,1,0,1,1,1,1,3,,0,  ,7,94,,2012,                    ,N,43,12C043,4,,,, , ,49,1,2,                    ,                    ,0,1,0,0,0,0,SCFE 9023 HEADED NORTH ON SINGLE MAIN STRUCK SEMI TRUCK THAT PULLED OUT INFRONT OF LOCOMOTIVE.,,,,,SYSTEM              ,E,2,2,
K,12,6,ATK ,124198,,,    ,          ,12,6,CSX ,104541,,0,624359D,12,6,5,1,7,PM,TAMPA               ,HILLSBOROUGH        ,12,3,,                    ,FAULKENBURG RD      ,15,M,3,3,1,1,1,4,79,2,2,2,1,SINGLE MAIN TRACK   ,4,2,9,79,E,2,1,1,1,2,2,2,1,8,1000,3,1,0,0,1,2,1,6,,0,  ,102030607,225,,2012,                    ,Y,57,12C057,4,,,, , ,  ,1,157,                    ,                    ,0,0,0,0,0,0,"TRAIN 91 STRUCK THE REAR WHEEL OF A BICYCLE AT MP 874.62, FAULKENBURG RD CROSSING.  THE HIGHWAY USER", WAS OBSERVED NEAR THE TRACKS WITH THE BIKE BUT LEFT THE SCENE BEFORE IMPACT.  THE AGE OF THE HIGHWA,Y USER WAS NOT AVAILABLE.,,,TAMPA TERMINAL      ,A,2,2,
,12,9,SDTI,20120904,,,    ,          ,12,9,SDTI,20120904,,0,661830C,12,9,4,1,54,PM,25TH AND COMMERCIAL,SAN DIEGO           ,6,7,,SAN DIEGO           ,22ND AND COMMERCIAL,15,B,4,3,1,1,1, ,77,2,1,2,1,WEST MAIN           ,3,1,1,20,E,4, ,1,2,1,2,2,3,8,0,3,1,0,0,1,2,1,3,,0,  ,807,126,,2012,                    ,Y,73,06C073, ,,,, , ,43,1,130,                    ,                    ,0,0,0,0,0,0,EASTBOUND TRAIN #56 WAS OPERATING ON 22ND AND COMMERCIAL STATION WHEN A TRUCK MADE AN ILLEGAL LEFT T,URN IN FRONT OF THE TRAIN.,,,,ORANGE LINE         ,A,2,2,
K,12,11,ATK ,126197,,,    ,          ,,,CSX ,          ,,0,628168G,12,11,21,5,55,PM,FT LAUDERDALE       ,BROWARD             ,12,3,,POMPANO BEACH       ,NW36STSAMPL  E,0,E, ,2,1,1,1,4,63,3,1,2,1,MAIN TRACK 1,4,2,11,47,R,2,1,1,2,2,2,1,4,8,2500,3,1,0,0,1,2,1,6,,0,  ,102030607,105,,2012,                    ,Y,11,12C011,4,,,, , ,54,1,120,                    ,                    ,0,0,0,0,0,0,"TRAIN 91 OPERATING WITH LOCOMOTIVES E/172-E/47 AND 11 CARS STRUCK A VAN AT MP1001.29, SAMPLE RD CROS",SING.,,,,MIAMI               ,A,1,2,
K,12,11,ATK ,126266,,,    ,          ,12,11,CFRC,12333,,36,622318S,12,11,29,11,15,AM,ORLANDO             ,ORANGE              ,12,3,,EDGEWOOD            ,GLENROSE STREET     ,10,B,4,3,1,1,1,4,72,2,1,2,1,SINGLE MAIN TRACK   ,5,2,10,60,E,2, ,1,2,2,2,2,3,8,70000,1,1,1,36,1,1,1,6,,1,  ,807,118,,2012,                    ,N,95,12C095,4,,,, , ,44,1,153,                    ,                    ,1,0,0,6,0,30,"TRAIN 91 OPERATING WITH LOCOMOTIVES E/60-E/144 AND 10 CARS STRUCK A DUMP TRUCK AT MP 795.87, GLENROS",E STREET CROSSING.,,,,ORLANDO             ,A,1,2,
,12,7,CSX ,106283,,,    ,          ,12,7,CSX ,106283,,0,626934S,12,7,23,11,17,PM,HOOKERS POINT       ,HILLSBOROUGH        ,12,3,,TAMPA               ,PVT PTLAND CEMENT   ,7,B,4,3,2,1,1,4,85,4,1,1,4,EXTENSION TRACK     ,1,2,10,7,E,1, ,1,2,2,2,2,3,8,10000,3,1,0,0,1,2,1,1,,0,  ,7,84,,2012,                    ,N,57,12C057,4,,,, , ,39,1,2,                    ,                    ,0,0,0,0,0,0,"WHILE MAKING A SHOVE MOVE OVER A HIGHWAY CROSSING, O85523 AND CEMENT TRUCK COLLIDED.",,,,,TAMPA TERMINAL      ,A,2,2,
,12,2,NS  ,98063,,,    ,          ,12,2,NS  ,98063,,0,713237U,12,2,16,11,45,PM,LAKE CITY           ,COLUMBIA            ,12,3,,                    ,CR 25A,0,H,4,2,1,1,1,4,70,4,1,1,1,SINGLE MAIN TRACK   ,2,2,8,23,E,2,1,1,2,1,2,2,4,8,2000,3,2,0,0,0,2,1,1,,0,  ,1030807,189,,2012,                    ,Y,23,12C023,4,,,, , ,  , ,2,                    ,                    ,0,0,0,0,0,0,"DRIVERS INFORMATION UNAVAILABLE. G77G416, PULLING SOUTH WITH TWO UNITS, 7 LOADS, 440 TONS, STURCK AN","UNOCCUPIED MOTORCYCLE AT THE COUNTY ROAD 25A ROAD CROSSING, MP 207.5B, IN LAKE CITY, FL.",,,,GEORGIA             ,A,2,2,
,12,9,FEC ,X10091012,,,    ,          ,12,9,FEC ,X10091012,,0,272509J,12,9,10,1,1,AM,BOCA RATON          ,PALM BEACH          ,12,3,,BOCA RATON          ,PALMETTO PARK ROAD  ,,K,3,3,1,1,1,2,80,4,1,1,1,SINGLE MAIN TRACK   ,4,2,79,52,E,2,1,1,1,1, ,2,1,8,0, , ,1,0,0,2,1,2,,1,  ,10206,214,,2012,                    ,Y,99,12C099,4,,,, , ,49,1,2,                    ,                    ,1,0,0,0,0,0,INVESTIGATION BY BOCA RATON POLICE REVEALED TRESPASSER IGNORED THE ACTIVATED ARM GATES AT THE CROSSI,NG AND WALKED IN BETWEEN THE GATE ARMS AND WAS STRUCK BY THE KNUCKLE OF THE LEAD ENGINE SUSTAINING F,ATAL INJURIES.,,,SYSTEM              ,A,2,2,
,12,6,BAYL,BAY239212,,,    ,          ,12,6,BAYL,BAY239212,,0,002822T,12,6,17,8,15,AM,COTTONDALE          ,BAY                 ,12,3,,COTTONDALE          ,TIMBER CREST ROAD/DO,30,A,2,3,1,1,1,4,75,2,1,1,1,MAIN LINE           ,3,2,24,30,E,2, ,1,3,3,2,2,3,8,,3,1,0,0,2,2,1,3,,0,  ,7,121,,2012,                    ,Y,5,12C005,4,,,, , ,19,2,1,                    ,                    ,0,0,0,0,0,0,"WHILE TRAVELING SOUTH BOUND, CREW #4 STRUCK A VEHICLE AT TIMBER CREST ROAD AT MP 31.45.  ADDITIONAL",INFORMATION ATTACHED.,,,,SYSTEM              ,A,2,2,
,12,12,FEC ,X15122812,,,    ,          ,12,12,FEC ,X15122812,,0,272380J,12,12,28,6,28,AM,JUPITER             ,PALM BEACH          ,12,3,,PALM BEACH GARDENS  ,HOOD ROAD           ,5,A,3,3,1,0,2,4,56,1,1,1,1,SINGLE MAIN TRACK   ,4,2,56,25,E,1,1,1,1,3,3,2,7,8,0,3,1,0,0,1,2,1,2,,0,  ,10206,483,,2012,                    ,Y,99,12C099,4,,,, , ,  , ,2,                    ,                    ,0,0,0,0,0,0,"ACCORDING TO A WITNESS ON SCENE, AN UNKNOWN DRIVER STRUCK THE SIGNAL ARM AND CONTINUED FORWARD STRIK",ING TRAIN THAT WAS PASSING THROUGH THE CROSSING.  UNKNOWN DRIVER WAITED FOR TRAIN TO CLEAR THE CROSS,ING AND WAS OBSERVED LEAVING THE SCENE WITHOUT REPORTING THE INCIDENT.  THE GENDER AND AGE OF DRIVER," IS UNKNOWN AND IT IS ALSO UNKNOWN IF THE VEHICLE HAD ANY OTHER OCCUPANTS, ANY INJURIES OR THE CAR N",UMBER IN THE TRAIN THAT WAS STRUCK BY VEHICLE.  TRAIN CREW WAS UNAWARE OF INCIDENT.,SYSTEM              ,A,2,2,
K,12,10,ATK ,125680,,,    ,          ,12,10,CSX ,108961,,0,628088N,12,10,6,1,46,PM,OKEECHOBEE          ,PALM BEACH          ,12,3,,                    ,J W CORBETT         ,25,D,3,3,1,1,1,4,91,2,2,2,1,SINGLE MAIN         ,4,2,9,79,E,1, ,1,2,2,2,2,3,8,10000,3,1,0,0,1,1,1,6,,0,  ,7,158,,2012,                    ,N,99,12C099,4,,,, , ,26,1,175,                    ,                    ,0,0,0,0,0,0,"TRAIN 92 OPERATING WITH LOCOMOTIVES E/124-E/183 AND 9 CARS STRUCK A TRUCK AT MP945.03, JW CORBETT A","PRIVATE CROSSING.  AMTRAKS EQUIPMENT DAMAGE IS $20,000.00.",,,,AUBURNDALE          ,B,2,2,
,12,9,FEC ,X09090912,,,    ,          ,12,9,FEC ,X09090912,,1,272541C,12,9,9,12,31,AM,BROWARD             ,BROWARD             ,12,3,,OAKLAND PARK        ,N. E. 36TH STREET,0,A,1,2,1,1,1,4,81,4,1,1,1,SINGLE MAIN TRACK   ,4,2,65,45,E,1,1,1,2,1,2,2,4,8,0,2,1,0,1,1,2,1,2,,0,  ,10306,299,,2012,                    ,Y,11,12C011,4,,,, , ,63,1,2,                    ,                    ,0,1,0,0,0,0,VEHICLE WAS TRAVELING IN UNIDENTIFIED DIRECTION FROM AN UNIDENTIFIED ROAD AND ENDED UP ON THE CROSSI,NG FACING NORTH.  TRAIN OBSERVED VEHICLE ON CROSSING AND PLACED TRAIN IN EMERGENCY BRAKING BUT WAS U,NABLE TO STOP PRIOR TO IMPACT.  DRIVER SUSTAINED UNSPECIFIED INJURIES TO THE LEFT SIDE OF HIS BODY.,,,SYSTEM              ,A,2,2,
,12,5,CSX ,104100,,,    ,          ,12,5,CSX ,104100,,0,624766G,12,5,23,2,21,PM,RUSKIN              ,HILLSBOROUGH        ,12,3,,RUSKIN              ,SE 6TH ST,35,E,1,3,1,1,2,2,91,2,1,1,1,SINGLE MAIN         ,3,1,8,36,R,1,1,1,2,1,2,2,5,5,1000,3,1,0,0,1,2,1,1,,0,  ,1030611,208,,2012,                    ,Y,57,12C057,4,,,, , ,39,1,3,                    ,                    ,0,0,0,0,0,0,HIGHWAY VEHICLE USER FAILED TO STOP AT ROAD CROSSING AT GRADE RESULTING IN A THE COLLISION WITH TRAI,N O70823. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING S,YMBOLS).,,,PALMETTO            ,A,1,2,
,12,9,FEC ,X11091812,,,    ,          ,12,9,FEC ,X11091812,,1,271997L,12,9,18,7,24,PM,TITUSVILLE          ,BREVARD             ,12,3,,TITUSVILLE          ,GARDEN STREET       ,2,M,3,3,1,1,2,2,90,4,1,1,1,SINGLE MAIN TRACK   ,4,2,106,40,E,1,1,1,2,1,3,2,1,8,0,2,1,0,1,1,2,1,2,,0,  ,10206,493,,2012,                    ,Y,9,12C009,4,,,, , ,23,1,2,                    ,                    ,0,1,0,0,0,0,TRESPASSER WAS RIDING A BICYCLE AND WAS TRYING TO BEAT THE TRAIN AND SLAMMED ON HIS BRAKES WHEN THE ,GUARD RAILS WERE DOWN.  HIS BICYCLE SLID AND STRUCK THE GUARD RAIL CAUSING HIM TO GET OUT OF CONTROL, AND HE BEGAN TO FALL BEFORE HE RAN INTO THE FRONT ENGINE.   HIS BICYCLE WAS IMPACTED BY THE TRAIN A,ND IT SPUN IT AROUND CAUSING HIM TO FALL.  EMS DID RESPOND AND HE HAD VISIBLE SCRATCHES AND WAS COMP,LAINING THAT HIS WRIST AND ANKLE WAS BOTHERING HIM BUT REFUSED TO BE TRANSPORTED TO HOSPITAL.,SYSTEM              ,B,2,2,
,12,9,FEC ,X12092912,,,    ,          ,12,9,FEC ,X12092912,,0,272516U,12,9,29,7,19,PM,DEERFIELD BEACH     ,BROWARD             ,12,3,,DEERFIELD BEACH     ,N. E. 48TH STREET,0,K,3,2,1,1,1,2,80,4,1,1,1,SINGLE MAIN TRACK   ,4,2,29,50,E,1,1,1,1,1, ,2,1,8,0, , ,1,0,0,2,1,2,,1,  ,10206,275,,2012,                    ,Y,11,12C011,4,,,, , ,31,1,2,                    ,                    ,1,0,0,0,0,0,AN UNIDENTIFIED MALE TRESPASSER WAS TALKING ON A CELLULAR TELEPHONE AND THE ARM GATES CAME DOWN AND ,THE TRESPASSER WALKED AROUND THE DOWN GATES INTO THE MAINLINE AND FACED THE ONCOMING TRAIN.  TRESPAS,SER WAS STRUCK SUSTAINING FATAL INJURIES.  TRESPASSER WAS LATER IDENTIFIED.,,,SYSTEM              ,A,2,2,
,12,6,LACZ,3952011269,,,    ,          ,12,6,LACZ,3952011269,,0,747870S,12,6,12,6,8,PM,IMPERIAL STATION    ,LOS ANGELES         ,6,7,,LOS ANGELES         ,STOCKWELL           ,,K,2,3,1,1,1,4,80,2,1,2,1,2,3,1,3,20,E,2,1,1,1,1, ,1,7,8,, , ,1,0,0,2,1,3,,1,  ,1020607,36,,2012,                    ,Y,37,06C037,4,,,, , ,15,1,300,                    ,                    ,1,0,0,0,0,0,"PEDESTRIAN IGNORED WARNING DEVICE.
",,,,,METRO BLUE LINE     ,A,1,1,
,12,2,VTAZ,1202041936,,,    ,          ,12,2,VTAZ,1202041936,,1,750157A,12,2,4,7,36,PM,RACE                ,SANTA CLARA         ,6,7,,SAN JOSE            ,RACE                ,,K,1,3,1,1,1,4,55,4,1,2,1,"TRACK 6, VASONA LINE",3,1,0,45,E,1,1,1,1,1, ,2, ,8,0, , ,0,1,0,2,1,3,,0,  ,1050607,433,,2012,                    ,Y,85,06C085,4,,,, , ,27,1,12,                    ,                    ,0,1,0,0,0,0,"A PEDESTRIAN (P-1) WALKED PAST WARNING SIGNS, ACTIVATED WARNING LIGHTS, AND ACTIVATED AUDIBLE WARNIN","G DEVICE, ENTERING THE RIGHT-OF-WAY AND WAS STRUCK BY A LIGHT RAIL VEHICLE (LRV) TRAVELING AT APPROX","IMATELY 45 MPH IN A 55 MPH ZONE, ON TRACK 6. P-1 WAS TRANSPORTED TO VALLEY MEDICAL CENTER FOR A LACE",RATION TO THE HEAD AND COMPLAINED OF PAIN TO HIS LEFT SHOULDER. THERE WERE NO COMPLAINTS OF INJURIES, FROM THE OCCUPANTS OF THE TRAIN.,GUADALUPE           ,A,2,2,
,12,9,PCMZ,20120926D,,,    ,          ,12,9,PCMZ,20120926D,,1,754870J,12,9,26,5,55,PM,SAN BRUNO           ,SAN MATEO           ,6,7,,SAN BRUNO           ,SAN MATEO AVE       ,0,A,4,2,2,1,1,4,65,2,1,C,1,MAIN TRACK #1,4,1,5,57,R,1,1,1,3,3,2,2,4,8,0,2,1,0,1,1,2,1,6,,0,  ,10507,177,,2012,                    ,Y,81,06C081,4,,,, , ,52,2,325,                    ,                    ,0,1,0,0,0,0,A WESTBOUND VEHICLE WAS STOPPED WITH THE FRONT BUMPER UNDER THE GATE FOULING THE TRACK. NORTHBOUND C,OMMUTER TRAIN OPERATING IN PUSH MODE WITH CAB CAR FORWARD STRUCK THE VEHICLE.,,,,CALTRAIN            ,A,2,2,
,12,7,CSX ,106202,,,    ,          ,12,7,CSX ,106202,,0,339790Y,12,7,21,12,50,AM,CRESTVIEW           ,OKALOOSA            ,12,3,,CRESTVIEW           ,GALLIVER CUT-OFF    ,0,A,1,1,1,1,1,4,79,4,1,1,1,SINGLE MAIN MAIN    ,4,2,75,4,E,1,1,1,2,2,2,2,5,8,1800,3,2,0,0,1,2,1,1,,0,  ,1030611,261,,2012,                    ,Y,91,12C091,4,,,, , ,42,1,2,                    ,                    ,0,0,0,0,0,0,CAR ATTEMPTED TO MAKE TURN ONTO GALIVER CUTOFF ROAD FROM HIGHWAY 90 AND MISSED CROSSING BY AROUND 10,FEET AND ENDING UP STRIKING THE RAILROAD TRACK ON THE WEST SIDE RAIL AND WAS STRUCK BY K99719. PROT,ECTION ALSO AT CROSSING: PAVEMENT MARKINGS (RR XING SYMBOLS).,,,PA                  ,B,1,1,
,12,6,CSX ,105069,,,    ,          ,12,6,CSX ,105069,,2,621525H,12,6,20,10,35,AM,DEERFIELD BEACH     ,BROWARD             ,12,3,,DEERFIELD BEACH     ,NW 48TH STREET,30,A,4,3,4,1,1,4,77,2,3,9,1,2,4,0,1,10,E,2,7,1,2,2,2,2,3,8,8000,2,1,0,2,1,2,1,1,,0,  ,10203060711,249,,2012,                    ,Y,11,12C011,4,,,,A, ,68,1,2,                    ,                    ,0,1,0,1,0,0,TRACK INSPECTOR TRUCK X1011D STRUCK AN OUTSIDE PARTY AT THE ROAD CROSSING. EMPLOYEE WHO WAS A PASSEN,GER OF THE TRACK INSPECTION TRUCK WAS INJURED. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVE,"MENT MARKINGS (STOP LINES & RR XING SYMBOLS).

",,,MIAMI               ,B,2,2,
