IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,
18,3,NS,128890,,,,,18,3,NS,128890,,,18,3,18,11,14,PM,2,21,1,0,0,,LEXINGTON,A072.1,21,40,4,1,32,R,M74T,1,2702,1,Y,DOUBLE-MAIN 1,4,78,1,BNSF,6584,1,N,,,0,,3,0,0,0,0,3,0,0,0,0,27,0,50,0,0,6,0,7,0,0,811368,442379,H221,,0,3,0,3,H221,1,4,32,4000114,,21C209,2,0,0,1,0,1,0,5,14,5,14,1,3,,1,,,,101,,2018,0,2,0,0,0,0,SCOTT,209,,0,,N,CWR,000-000-000,TRAIN 175T817 FAILED TO STOP TRAIN SHORT OF CP AKERS AND OPPOSING TRAIN M74T817 STRUCK TRAIN 175T817,.,,,,,,,,,,,,,,0,38.173832,-84.541094,1,1,Q,,,LAKE,
18,3,NS,128718,,,,,18,3,NS,128718,,,18,3,5,3,15,PM,1,0,0,0,0,,LOUISVILLE,271.00,21,45,2,2,7,R,DV02,3,0,7,Y,DY12,1,0,2,NS,9943,1,N,,,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70023,0,H017,,0,0,0,0,H017,2,1,7,70023,,21C111,0,0,0,1,0,1,0,7,31,7,30,1,3,,1,,,,48,,2018,0,0,0,0,0,0,JEFFERSON,111,,,,N,OTH,000-000-000,DV02 DERAILED L3-L6 AND R3-R6 WHEELS ON NS 9943.,,,,,,,,,,,,,,,0,38.263535,-85.801414,2,5,K,,,ILLINOIS,
18,2,NS,128559,,,,,18,2,NS,128559,,,18,2,17,4,20,AM,1,5,5,0,0,,LOUISVILLE,271.00,21,34,1,1,1,R,DV45,3,0,7,Y,AMERICAN LEAD,1,0,4,NATX,82801,19,Y,,,0,,3,0,0,0,0,0,0,0,0,0,27,0,0,0,0,5,0,0,0,0,24200,463,T110,,0,0,0,0,T110,4,1,1,24663,,21C111,0,0,0,1,1,1,0,5,50,5,50,1,3,,1,,,,77,,2018,0,0,0,0,0,0,JEFFERSON,111,,,,N,OTH,000-000-000,DV45 WORKING AMERICAN SYNTHETIC RUBBER INDUSTRY TRACK DERAILED 5 LOADED CARS.,,,,,,,,,,,,,,,0,38.263535,-85.801414,2,5,K,,,ILLINOIS,
18,6,CSX,177267,,,,,18,6,CSX,177267,,,18,6,28,10,5,AM,1,0,0,0,0,,LOUISVILLE,6.0,21,88,2,1,5,E,Y192,1,0,7,Y,WEST PULLBACK,X,0.0,2,TTGX,971144,12,Y,TTGX,971144,12,Y,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,4,0,0,0,0,132651,9076,E64C,,0,0,0,0,E64C,2,X,5,141727,,21C111,0,0,0,1,0,0,0,2,35,,,1,3,,1,,,,185,,2018,0,0,0,0,0,0,JEFFERSON,111,,,,N,OTH,000-000-000,Y19228 WAS ACTIVELY SWITCHING THROUGH THE #1 CROSSOVER WHEN TTGX 971144 DERAILED DUE TO WHEEL FLANGE,(R3) PICKING THE POWER OPERATED SWITCH DERAILING 4 CARS (2 ON THEIR SIDE) OF Y19228.,,,,,,,,,,,,,,1,38.160709,-85.749174,2,5,,,,LOUISVILLE TERMINAL,
18,6,CSX,177170,,,,,18,6,CSX,177170,,,18,6,24,9,45,PM,1,0,0,0,0,,LOUISVILLE,14.0,21,78,4,2,5,R,J718,2,2702,1,Y,TRACK #11,1,0.0,2,TTGX,159325,38,Y,,,0,,2,0,0,0,0,0,0,0,0,0,35,0,1,0,0,2,0,0,0,0,12472,0,H306,,0,0,0,0,H306,2,1,5,12472,,21C111,0,0,0,1,0,1,0,3,45,3,45,1,3,,1,,,,55,,2018,0,0,0,0,0,0,JEFFERSON,111,0,0,,N,OTH,000-000-000,J71824 SHOVED OFF THE END OF TRACK #11 AT OBANNON YARD.,,,,,,,,,,,,,,,0,38.27995,-85.516779,2,5,,,,LCL,
18,1,CSX,174413,,,,,18,1,CSX,174413,,,18,1,31,2,28,AM,1,0,0,0,0,,CORBIN,172.0,21,18,4,1,5,R,Y301,2,0,7,Y,YARD,1,0.0,2,TTGX,603491,10,N,TTGX,603491,10,N,2,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,5,0,0,59264,1000,E46C,,0,0,0,0,E46C,2,1,5,60264,,21C235,0,0,0,1,0,1,0,3,28,3,28,1,3,,1,,,,181,,2018,0,0,0,0,0,0,WHITLEY,235,,,,N,OTH,000-000-000,"Y30130 MAKING SHOVE MOVEMENT IN TRACK W03, TRUCKS ON TTGX 603491 FAILED TO SLEW PROPERLY DERAILING I","TSELF AND THE FOLLOWING CARS... CTTX 694013, BNSF 301333, TTGX 604229, CNA 712483",,,,,,,,,,,,,,0,36.95077,-84.095867,2,5,,,,KD,
18,5,BNSF,CH0518107,,,,,18,5,BNSF,CH0518107,,,18,5,24,2,10,PM,1,1,0,0,0,,AURORA,38.4,17,87,2,1,18,E,HPAS,3,13092,1,Y,MAIN 1 TRACK,3,24.94,1,TBOX,668254,78,Y,,,0,,2,0,0,0,0,0,0,0,0,0,96,0,13,0,0,8,0,0,0,0,500000,550000,T109,,0,0,0,0,T109,1,3,18,1050000,,17C089,0,0,0,1,0,1,0,4,1,4,1,1,4,,1,,,,155,,2018,0,0,0,0,0,0,KANE,89,0,0,,N,CWR,000-000-000,H-PASBRC9-19 DERAILED 8 RAILCARS WHILE TRAVERSING MAIN 1 TRACK DUE TO TRACK ALIGNMENT IRREGULAR THER,MAL MISALIGNMENT. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,41.749473,-88.326149,1,1,Q,,,CHICAGO,
18,4,UP,0418SL005,,,,,18,4,UP,0418SL005,,,18,4,7,10,7,PM,1,0,0,0,0,,SALEM,252.0,17,34,4,2,10,E,LSC0,1,1418,7,Y,YARD 001,1,,2,TTGX,696490,12,Y,,,0,,2,0,2,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,59355,38858,H702,,0,0,0,0,H702,2,1,10,98213,,17C121,0,0,0,2,0,0,0,7,7,,,1,6,,1,,,,259,,2018,0,0,0,0,0,0,MARION,121,0,0,,N,CWR,000-000-000,LSC02R-07 WAS SHOVING AND SEVEN CARS DERAILED AND THE RCT WENT INTO EMERGENCY.  AFTER ASSESSING THE,"SITUATION, IT WAS NOTED THAT THE NORTHEND OF THE 1-2 CROSSOVER WAS LINED FOR INTENDED ROUTE.  HOWEVE","R, THE SOUTHEND OF THE 1-2 CROSSOVER WAS LINED FOR 1 SOUTH.",,,,,,,,,,,,,3,38.648707,-88.919131,2,5,K,,,SALEM SUB,
18,4,NS,129187,,,,,18,4,NS,129187,,,18,4,18,10,0,PM,12,0,0,0,0,,CHICAGO,B510.2,17,72,4,2,3,E,BH21,3,0,7,Y,CY16,1,0,2,QUAX,250503,10,N,,,0,,2,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,24000,0,H318,,0,0,0,0,H318,2,1,3,24000,,17C031,0,0,0,1,0,1,0,10,30,10,30,1,4,,1,,,,178,,2018,0,0,0,0,0,0,COOK,31,,,,N,OTH,000-000-000,BH21 FLAT SWITCHING CARS SENT 4 CAR CUT THAT INCLUDED 2 EMPTY 85FT CARS AND 2 LOADED 5-PACK ARTICULA,TED CARS INTO CY16 COUPLED INTO A 16 CAR SECURED CUT CAUSING DAMAGE TO 2 CARS.,,,,,,,,,,,,,,0,41.700227,-87.566652,2,5,K,,,DEARBORN,
18,4,NS,129277,,,,,18,4,NS,129277,,,18,4,27,9,10,AM,1,0,0,0,0,,DECATUR,D373.0,17,58,2,1,4,R,DB04,4,0,7,Y,ICE HOUSE LEAD,1,0,2,NS,488076,2,N,,,0,,2,0,0,0,0,0,0,0,0,0,54,0,15,0,0,0,0,1,0,0,3086,14337,M405,,0,0,0,0,M405,2,1,4,17423,,17C115,0,0,0,1,0,1,0,2,60,2,50,1,4,,1,,,,128,,2018,0,0,0,0,0,0,MACON,115,,,,N,CWR,000-000-000,"TRAIN DB04 SHOVING 69 CARS WEST INTO EB11 TRACK DERAILED 2ND HEAD CAR, ALL WHEELS, ON ICE HOUSE LEAD",WITHIN BRUSH CONTROL POINT.,,,,,,,,,,,,,,0,39.858401,-88.898396,1,5,G,,,ILLINOIS,
18,4,UP,0418PR002,,,,,18,4,UP,0418PR002,,,18,4,2,9,20,AM,12,0,0,0,0,,NORTHLAKE,14.0,17,30,2,2,3,E,,3,0,5,N,YARD 042,1,,2,FURX,809041,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18464,0,M411,,0,0,0,0,M411,2,1,4,22260,,17C031,0,0,0,0,0,0,0,,,,,3,4,,1,,,,205,,2018,0,0,0,0,0,0,COOK,31,,,,N,OTH,000-000-000,"DURING NORMAL HUMPING OPERATIONS, THE YPR32R-01 HUMPED CAR FURX809041 FOLLOWED BY THE CNW178494.  TH",E FURX809041 GOT CAUGHT IN THE RETARDER AND CNW178494 WAS HUMPED DOWN CAUSING A CROSS DRAWBAR DERAIL,MENT.,,,,,,,,,,,,,1,41.94927,-87.91084,2,5,L,,,PROVISO YARD,
18,4,UP,0418PR002,,,,,18,4,UP,0418PR002,,,18,4,2,9,20,AM,12,0,0,0,0,,NORTHLAKE,14.0,17,30,2,2,4,E,YPR3,3,26,7,Y,YARD 042,1,,2,CNW,178494,2,Y,,,0,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3796,0,M411,,0,0,0,0,M411,2,1,4,22260,,17C031,0,0,0,1,0,0,0,10,20,,,1,4,,1,,,,205,,2018,0,0,0,0,0,0,COOK,31,,,,N,OTH,000-000-000,"DURING NORMAL HUMPING OPERATIONS, THE YPR32R-01 HUMPED CAR FURX809041 FOLLOWED BY THE CNW178494.  TH",E FURX809041 GOT CAUGHT IN THE RETARDER AND CNW178494 WAS HUMPED DOWN CAUSING A CROSS DRAWBAR DERAIL,MENT.,,,,,,,,,,,,,1,41.94927,-87.91084,2,5,L,,,PROVISO YARD,
18,5,IC,959062,,,,,18,5,IC,959062,,,18,5,12,7,45,PM,1,8,2,0,0,,CICERO,9.10,17,51,3,1,10,E,K909,3,1829,1,Y,EAST END LEAD,1,,2,TRPX,506,7,Y,,,0,,2,0,0,0,0,0,0,0,0,0,8,0,18,0,0,1,0,4,0,0,135937,16601,T308,,0,0,0,0,T308,2,1,10,152538,,17C031,0,0,0,2,0,1,0,2,45,2,45,1,4,,6,,,,452,,2018,0,0,0,0,0,0,COOK,31,,,,N,OTH,000-000-000,K90991-12 WAS PULLING EASTBOUND OUT OF TRACK HA12 WITH 26 CARS TO DOUBLE TO HA02. THEY HAD GONE APPR,OXIMATELY 20 CAR LENGTHS WHEN THE CONDUCTOR NOTICED THAT 2 CARS WERE LEANING AND A CLOUD OF DUST. HE,"STOPPED THE MOVEMENT AND THE CREW FOUND THAT TRPX 506, CSOX 23630, CSOX 23661, CSOX 23674 AND UTLX",670120 HAD DERAILED. INVESTIGATION INTO THE INCIDENT FOUND THAT THE CARS DERAILED DUE TO A BROKEN RA,IL. CAR TRPX 508 WAS FOUND DAMAGED BUT NOT DERAILED.,,,,,,,,,,,0,41.832625,-87.753493,2,5,K,,,FREEPORT,
18,6,TSWS,9122018001,,,,,18,6,TSWS,9122018001,,,18,6,6,3,45,PM,1,0,0,0,0,,JOLIET,,17,90,2,1,14,R,JOB,2,1150,7,Y,316,X,,2,TTRX,370865,8,N,,,0,,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,90000,0,H601,,0,0,0,0,H601,2,X,14,90000,,17C197,0,0,0,1,0,1,0,9,45,9,45,1,4,,3,,,,239,,2018,0,0,0,0,0,0,WILL,197,0,0,,N,OTH,000-000-000,JOB 1 WAS SHOVING SOUTH INTO TRACK 316 WITH 2 EMPTY SPINE CARS WHEN THEY MADE A HARD COUPLING WITH T,HE SECURED CARS IN THE TRACK. TRACK SPEED IS 10 MPH. THE ENGINEER VIOLATED THE TRACK SPEED LIMIT BY,GOING 14 MPH AT POINT OF HARD COUPLING.,,,,,,,,,,,,,0,41.47616,-88.105001,2,5,,,,YARD,
18,5,NS,129614,,,,,18,5,NS,129614,,,18,5,26,6,15,AM,1,2,0,0,0,,HOMER,D321.1,17,72,1,1,44,R,34ND,3,8350,1,Y,SINGLE MAIN TRACK,4,35,1,AEX,19716,7,Y,AEX,19716,7,Y,3,0,0,0,0,0,0,0,0,0,60,0,19,0,0,1,0,0,0,0,319,90408,E61C,,0,0,0,0,E61C,1,4,44,90727,,17C019,0,0,0,1,0,1,0,4,45,4,45,1,4,,1,,,,130,,2018,0,0,0,0,0,0,CHAMPAIGN,19,,,,N,CWR,000-000-000,"EASTBOUND TRAIN 34ND125 WITH 3 ENGINES, 60 LOADS, 19 EMPTIES, 8225 TONS AND 4641 FEET DERAILED B END",OF THE 5TH HEAD CAR AEX 19716,,,,,,,,,,,,,,0,40.035301,-87.952228,1,1,Q,,,ILLINOIS,
18,5,NS,129341,,,,,18,5,NS,129341,,,18,5,2,6,0,PM,1,0,0,0,0,,CHICAGO,CD517.,17,72,3,3,0,E,NOTR,4,0,6,N,FS01,1,0,2,BNSF,255111,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,16,0,0,76950,730,M105,,0,0,0,0,M105,2,1,0,77680,,17C031,0,0,0,0,0,0,0,,,,,1,4,,1,,,,210,,2018,0,0,0,0,0,0,COOK,31,,,,N,OTH,000-000-000,AT APPROXIMATELY 1800 HRS. EST A GUST OF SUSTAINED WINDS MOVING FROM WEST TO EAST STRUCK THE CONTAIN,IERS ON FS01 CAUSING THEM TO FALLOVER ONTO THE RUNNER AND PARTS OF MAIN#2 AT 55TH STEET YARD DERAILI,NG 17-CARS,,,,,,,,,,,,,0,41.796536,-87.635029,2,5,K,,,DEARBORN,
18,5,NS,129361,,,,,18,5,NS,129361,,,18,5,4,12,40,PM,1,0,0,0,0,,ELLIOTT,SP340.,17,72,2,1,8,R,D12,1,0,4,Y,SINGLE MAIN TRACK,2,4,1,NS,296874,30,Y,,,0,,2,0,0,0,0,0,0,0,0,0,85,0,0,0,0,2,0,0,0,0,225000,32248,T313,,0,0,0,0,T313,1,2,8,257248,,17C053,0,0,0,1,0,1,0,7,,7,,1,4,,1,,,,114,,2018,0,0,0,0,0,0,FORD,53,,,,N,CWR,000-000-000,"D12 PULLING LOADED GRAIN TRAIN OFF BLOOMER LINE TO NS MAIN DERAILED NS 296874, NS 297622 AND 296122",AT GIBSON CITY,,,,,,,,,,,,,,0,40.46429,-88.389447,2,2,P,,,ILLINOIS,
18,10,BNSF,CH1018110,18,10,BNSO,BNSO101810,18,10,BNSF,CH1018110,,,18,10,18,2,30,PM,5,0,0,0,0,,CHICAGO,1.2,17,50,2,1,0,E,YCHC,3,0,8,Y,928,1,,2,METX,212,1,,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,H307,,0,0,0,0,H307,2,1,5,30000,,17C031,0,0,0,2,0,0,0,6,58,,,2,4,,1,,,,211,,2018,0,0,0,0,0,0,COOK,31,0,0,,N,OTH,000-000-000,METRA A-1266 1-18 IMPACTED THE Y-CHC8151-18 WHILE SHOVING LIGHT LOCOMOTIVES IN YARD TRACK 928 DUE TO,FAILURE TO CONTROL SHOVE. RESULTED IN EQUIPMENT DAMAGES TO BOTH CONSIST. NO HAZARDOUS MATERIALS WER,E RELEASED.,,,,,,,,,,,,,0,41.862885,-87.638323,2,5,K,,,CHICAGO,
18,9,NS,130825,,,,,18,9,NS,130825,,522515E,18,9,5,4,27,AM,7,5,0,0,0,,OSCEOLA,CD426.,18,73,1,1,55,R,206B,3,3773,1,Y,DOUBLE-CHICAGO MAIN,5,0,1,NS,9908,1,N,,,0,,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1890,23505,M308,,1,0,1,0,M308,1,5,55,25395,,18C141,0,0,1,1,0,1,0,4,26,4,26,1,4,,1,,,,59,,2018,0,0,0,0,1,0,ST JOSEPH,141,,,,N,CWR,000-000-000,NS TRAIN 206B305 STRUCK A HWY-USER AT A HWY-GRADE CROSSING.,,,,,,,,,,,,,,,0,41.663747,-86.061073,1,1,Q,,,DEARBORN,
18,3,PAL,2018MAR1D,,,,,18,3,XCCT,INDUSTRY,,,18,3,6,12,50,AM,1,0,0,0,0,,CALVERT CITY,210.8,21,41,4,2,4,R,PCU2,1,19711,1,Y,CCT WYE,1,11,4,UP,28059,91,Y,,,0,,2,0,0,1,0,0,0,0,0,0,134,0,0,0,0,7,0,0,0,0,14852,55000,T110,,0,0,0,0,T110,4,1,4,69852,,21C157,0,0,0,1,0,1,0,2,20,2,20,1,3,,2,,,,253,,2018,0,0,0,0,0,0,MARSHALL,157,,,,N,OTH,000-000-000,CREW WAS PLACING A COAL TRAIN TO INDUSTRY WHEN THE ENGINEER NOTICED THE TRAIN WAS PULLING HARD AND W,"AS INSTRUCTED BY CONDUCTOR TO STOP TRAIN.  AFTER INVESTIGATION, IT WAS DETERMINED THE CARS DERAILED",DUE TO WIDE GAUGE AND TRACK MEASURES 59.5 AT THE POD.,,,,,,,,,,,,,0,37.043722,-88.381172,2,5,L,,,SYSTEM,
18,10,NS,131264,,,,,18,10,NS,131264,,,18,10,9,8,55,PM,1,0,0,0,0,,CHICAGO,PB001.,17,72,4,1,7,E,BH24,4,0,7,Y,ROCK IS LEAD,1,0,2,NS,407266,9,Y,,,0,,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,0,0,20692,3093,T207,,0,0,0,0,T207,2,1,7,23785,,17C031,0,0,0,2,0,0,0,5,20,,,1,4,,1,,,,62,,2018,0,0,0,0,0,0,COOK,31,,,,N,CWR,000-000-000,BH24 SHOVING 21 CARS WEST AT ROCK ISLAND YARD DERAILED 4 CARS.,,,,,,,,,,,,,,,3,41.710706,-87.594247,2,5,K,,,DEARBORN,
18,7,BRC,14145,18,7,NS,130220,18,7,BRC,14145,,,18,7,16,9,43,AM,1,0,0,0,0,,CHICAGO,21.6,17,85,2,1,0,,,2,0,,,MAIN TRACK 1,1,5.1,1,,,0,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51841,H518,,0,0,0,0,H508,1,1,7,72154,,17C031,0,0,0,0,0,0,0,,,,,2,4,,3,,,,527,,2018,0,0,0,0,0,0,COOK,31,,,,,CWR,000-000-000,AT 0940 ON 7/16/18 THE NS 34G-16 DERAILED ON THE 5TH & 6TH CAR DAMAGING THE 7TH CAR OF TRAIN WHILE C,ROSSING OVER FROM MT 2 TO MT 1 AT ROCK ISLAND JUNCTION. POINT OF DERAILMENT WAS AT THE FROG OF THE W,EST CROSSOVER SWITCH. THE CAUSE OF THE DERAILMENT APPEARS TO BE HEAVY BUFF FORCE. THE TRAIN CONSISTE,"D OF 131 CARS AT 14,135 TONS & THE ENGINEER STATED THAT SHE STARTED IN DYNAMIC BRAKES APPROXIMATELY",1/4 MILE FROM THE SIGNAL AT RI JUNCTION AND WAS OPERATING IN THE SIXTH POSITION OF DYNAMICS WHEN THE,AIR WENT OUT ON THE TRAIN.,,,,,,,,,,,41.72371,-87.552195,1,1,D,,,SYSTEM,
18,9,ATK,155190,,,,,18,9,IC,972271,,,18,9,9,12,53,AM,9,0,0,0,0,,LA CLEDE,218.5,17,60,4,1,77,E,59,2,0,2,Y,SINGLE MAIN,4,,1,AMT,175,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,35189,0,M402,,0,0,0,0,M402,1,4,77,35525,,17C051,0,0,0,1,0,1,0,4,39,5,54,2,6,,6,,,,197,,2018,0,0,0,0,0,0,FAYETTE,51,,,,Y,CWR,,TRAIN 59 OPERATING WITH LOCOMOTIVE E/175 AND 9 CARS STRUCK AN UNOCCUPIED VEHICLE THAT WAS SITTING PA,RTIALLY ON THE RAILROAD TRACKS NEAR THE RAILROAD TRACK SWITCH.  THERE WERE NO INJURIES TO REPORT.,,,,,,,,,,,,,,0,38.87942,-88.714775,1,1,Q,,,CHAMPAIGN,
18,6,CSS,CSS624181,,,,,18,6,BRC,14129,,,18,6,24,2,25,PM,1,0,0,0,0,,CHICAGO,21,17,80,2,1,8,R,AF-4,2,0,1,Y,TRACK 4 COMMERCIAL,1,,2,LMIC,890054,14,N,,,0,,2,0,0,0,0,0,0,0,0,0,75,0,39,0,0,0,0,2,0,0,8980,0,M405,,0,0,0,0,M405,2,1,8,12180,,17C031,0,0,0,1,0,1,1,5,,5,,2,4,,3,,,,262,,2018,0,0,0,0,0,0,COOK,31,,,,N,CWR,000-000-000,CSS CREW AF-4 SHOVING 114 CARS THROUGH TRACK 4 COMMERCIAL YARD ON THE BRC DERAILED THE 14TH AND 15TH,CAR FROM THE HEAD END. POD WAS DETERMINED TO BE AT THE TRACK 3 SWITCH AND MOVEMENT TRAVELED 10 TO 1,2 CARS BEFORE COMING TO A STOP WHEN TRAIN WENT INTO EMERGENCY.,,,,,,,,,,,,,0,41.723325,-87.561378,2,5,K,,,SYSTEM,
18,7,UP,0718PR005,,,,,18,7,UP,0718PR005,,,18,7,9,10,30,AM,1,0,0,0,0,,MELROSE PARK,13.8,17,90,2,1,4,R,MNPP,1,10859,1,Y,YARD 027,1,,2,UP,8234,75,,,,0,,3,0,1,0,0,0,0,1,0,0,54,0,123,0,0,0,0,0,0,0,22751,1584,T314,,0,0,0,0,T314,2,1,4,24335,,17C031,0,0,0,1,0,1,0,7,45,7,45,1,4,,1,,,,316,,2018,0,0,0,0,0,0,COOK,31,0,0,,N,OTH,000-000-000,"WHILE YARDING THE MNPPR-08 IN YARD 9, THE INBOUND CREW MADE A CUT IN TRACK 28, PULLED PAST THE SWITC",H AND SHOVED SOUTH TO A JOINT IN TRACK 27.  THE CREW PROCEEDED TO SHOVE SOUTH IN TRACK 27 WHEN THE D,"PU ENGINE DERAILED GOING OVER THE 27/28 SWITCH DUE TO WORN SWITCH POINT.  NO INJURIES REPORTED, 1 EN",GINE DERAILMENT.,,,,,,,,,,,,0,41.898504,-87.904002,2,5,,,,PROVISO YARD,
18,5,BNSF,TC0518202,,,,,18,5,BNSF,TC0518202,,067366B,18,5,14,12,14,PM,7,0,0,0,0,,HULL,174.7,19,61,2,2,27,R,J291,2,5,9,Y,SINGLE MAIN TRACK,4,26.13,1,BNXX,29138,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11000,0,M302,M304,0,1,0,1,M302,1,4,27,11000,,19C167,1,0,0,1,0,0,0,4,44,,,1,6,,1,,,,146,,2018,0,0,0,0,0,1,SIOUX,167,0,0,,N,CWR,000-000-000,SOUTHBOUND HY-RAIL VEHICLE WAS STRUCK BY EASTBOUND PICK UP WHILE PERFORMING ROUTINE TRACK INSPECTION,"S, WHICH RESULTED IN INJURY TO PICK UP DRIVER.",,,,,,,,,,,,,,0,43.15682,-96.18703,2,2,P,,,MARSHALL,
18,6,CP,1000775421,18,6,XSAB,INDUSTRY,18,6,CP,1000775421,,,18,6,16,1,40,AM,1,0,0,0,0,,MUSCATINE,206.7,19,75,4,1,50,E,CAR,2,140,5,N,SINGLE MAIN TRACK,3,0.14,1,TR,601051,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,48975,2285,H303,H405,0,0,0,0,H303,1,3,50,51260,,19C139,0,0,0,0,0,0,0,,,,,1,6,,1,,,,873,,2018,0,0,0,0,0,0,MUSCATINE,139,,,,N,OTH,000-000-000,475-15 ARRIVED SSAB MONTPELIER TO AN ABSOLUTE RED SIGNAL AT 03:40 ON 6/16.16. ONCE STOPPED 475'S CRE,W OBSERVED TR601051 (LOADED COIL STELL) DERAILED IN THE TURNOUT NORTH OF THEIR LOCATION. 475 WAS NOT,INVOLVED . INDUSTRY (3RD PARTY) SWITCH CREW SWITCHING BETWEEN TRACKS 4 & 5 WITHIN THE FACILITY. CRE,W MADE A FINAL SHOVE OF 10 CARS TOWARD TRACK #4 WHEN A FAILED COUPLING & STRETCH ALLOWED TR601051 TO,"TRAVEL UNCONTROLLED, OUT THE SOUTH END OF YARD, DOWN THE HILL AT SPEED ESTIMATED 50 MPH TOWARD THE",MAINLINE RESULTING IN A TRACK OCCUPANCY AT 01:40. INVESTIGATION REVEALED INDUSTRY SCALE TRACK OPERAT,OR FAILED TO LINE A AUTOMATIC DERAIL BACK TO DERAILING POSITION AT THE TOP OF THE HILL & CP OPERATIO,NS SUPERVISOR ALSO FAILED TO LINE THE SSAB MONTPELIER POWER SWITCH & SPLIT POINT DERAILED AFTER PERV,IOUS ASSIGNMENT CLEARED THE CONTROL POINT AT APPROXIMATELY 21:00 ON 6/15.,,,,,,,0,41.458779,-90.823254,1,1,,,,OTTUMWA,
18,4,UP,0418NP013,,,,,18,4,UP,0418NP013,,,18,4,16,11,0,AM,9,0,0,0,0,,MISSOURI VALLEY,336.5,19,51,2,1,20,E,,3,0,A,Y,SINGLE MAIN TRACK,4,85.3,1,BR,9804,5,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16590,0,H997,,0,0,0,0,H997,1,4,20,16590,,19C085,0,0,0,1,0,0,0,4,,,,1,6,,1,,,,303,,2018,0,0,0,0,0,0,HARRISON,85,0,0,,N,CWR,000-000-000,9066 SURFACING GANG WAS IN THE PROCESS OF COPYING NEW PERMIT INFORMATION.  GANG HAD COME TO STOP WHE,"N THE OPERATOR REPORTED HE WENT TO PUT THE BR-9804 REGULATOR, THE 5TH MACHINE IN CONSIST IN NEUTRAL",AND TRIED TO COAST TO A STOP WHILE COPYING PERMIT.  HE DID NOT STOP IN TIME AND COLLIDED WITH CBH-05,70,,,,,,,,,,,,0,41.558519,-96.024674,1,1,Q,,,BLAIR SUB,
