AMTRAK,IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,CASINJRR,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,STATION,COUNTY,STATE,REGION,DUMMY2,CITY,HIGHWAY,VEHSPD,TYPVEH,VEHDIR,POSITION,RREQUIP,RRCAR,TYPACC,HAZARD,TEMP,VISIBLTY,WEATHER,TYPEQ,TYPTRK,TRKNAME,TRKCLAS,NBRLOCOS,NBRCARS,TRNSPD,TYPSPD,TRNDIR,SIGNAL,LOCWARN,WARNSIG,LIGHTS,STANDVEH,TRAIN2,MOTORIST,VIEW,VEHDMG,DRIVER,INVEH,TOTKLD,TOTINJ,TOTOCC,INCDRPT,JOINTCD,TYPRR,DUMMY3,CASKLDRR,DUMMY4,CROSSING,NARRLEN,DUMMY5,YEAR4,DIVISION,PUBLIC,CNTYCD,STCNTY,HZMRLSED,HZMNAME,HZMQNTY,HZMMEAS,SIGWARNX,WHISBAN,DRIVAGE,DRIVGEN,PLEONTRN,SSB1,SSB2,USERKLD,USERINJ,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,NARR1,NARR2,NARR3,NARR4,NARR5,SUBDIV,ROADCOND,VIDEOT,VIDEOU,
K,15,6,ATK ,137641,,,    ,          ,15,6,CSX ,147139,,5,621212T,15,6,2,10,40,AM,JACKSONVILLE        ,DUVAL               ,12,3,,JACKSONVILLE        ,WILLOWBRANC  H      ,25,A,4,3,1,1,1,4,82,2,1,2,1,MAIN TRACK 1,3,2,11,45,R,2,1,1,2,2,2,2,1,8,10000,2,1,0,5,3,2,1,6,,0,  ,1030607,192,,2015,                    ,Y,31,12C031,4,,,, , ,  ,1,183,                    ,                    ,0,3,0,0,0,2,TRAIN 97 OPERATING WITH LOCOMOTIVES E/97-E/94 AND 11 CARS STRUCK AN OCCUPIED AUTOMOBILE AT MP A645.7,"3, WILLOW BRANCH AVE CROSSING. DRIVERS AGE IS UNKNOWN. AMTRAKS EQUIPMENT DAMAGE WAS $250.00.",,,,JACKSONVILLE        ,A,1,2,
K,15,6,ATK ,137692,,,    ,          ,15,6,CSX ,147376,,4,620986N,15,6,7,3,25,PM,PALATKA             ,PUTNAM              ,12,3,,                    ,BUFFALO BLUFF       ,25,J,4,3,1,1,1,4,88,2,1,2,1,SINGLE MAIN         ,4,2,11,79,E,1,1,1,2,2,2,2,1,8,50000,2,1,0,4,1,2,1,6,,0,  ,102030607,160,,2015,                    ,Y,107,12C107,4,,,, , ,66,1,260,                    ,                    ,0,1,0,0,0,3,"TRAIN 98 OPERATING WITH LOCOMOTIVES E/176-E/155 AND 11 CARS STRUCK AN OCCUPIED SUV AT MP 705.01, EAS",T BUFFALO BLUFF RD CROSSING.  THERE WAS NO EQUIPMENT DAMAGE.,,,,SANFORD             ,A,1,2,
,15,12,FEC ,X11120815,,,    ,          ,15,12,FEC ,X11120815,,0,272577K,15,12,8,6,55,PM,HOLLYWOOD           ,BROWARD             ,12,3,,HOLLYWOOD           ,SHERIDAN STREET     ,0,A,3,1,1,1,1,2,82,4,3,1,1,SINGLE MAIN TRACK   ,4,2,84,43,E,1,1,1,1,1,2,2,4,8,0,3,2,0,0,0,2,1,2,,0,  ,10206,131,,2015,                    ,Y,11,12C011,4,,,, , ,78,1,2,                    ,                    ,0,0,0,0,0,0,TRAIN STRUCK UNOCCUPIED VEHICLE THAT WAS STUCK ON THE TRACKS AT THE SHERIDAN STREET CROSSING.  NO PE,RSONAL INJURIES WERE SUSTAINED.,,,,SYSTEM              ,B,2,2,
,15,12,FEC ,X12122815,,,    ,          ,15,12,FEC ,X12122815,,0,272631B,15,12,28,12,25,PM,BUENA VISTA         ,MIAMI-DADE          ,12,3,,MIAMI-DADE          ,N. E. 39TH STREET,5,A,4,3,6,1,1,4,78,2,1,8,1,SINGLE MAIN TRACK   ,3,2,0,16,E,1,1,1,1,2,1,2,1,8,0,3,1,0,0,1,2,1,2,,0,  ,10206,151,,2015,                    ,Y,86,12C086,4,,,, , ,81,1,2,                    ,                    ,0,0,0,0,0,0,TRAIN STRUCK VEHICLE AT THE N. E. 39TH STREET CROSSING THAT DIDN'T CLEAR THE FOUL OF THE TRACK IN TI,ME AND WAS STRUCK ON THE DRIVERS SIDE FRONT FENDER.    ,,,,SYSTEM              ,A,2,2,
,15,12,SFRV,122115,,,    ,          ,15,12,SFRV,122115,,1,628272B,15,12,21,2,10,PM,FT LAUDERDALE AIRPOR,BROWARD             ,12,3,,DANIA               ,GRIFFIN ROAD        ,0,K,3,2,1,1,1,4,82,2,1,3,1,MAIN LINE 1,4,1,4,18,R,2,1,1,2,2, ,2,4,8,0, , ,0,1,0,2,1,6,,0,  ,1030607,326,,2015,                    ,Y,11,12C011,4,,,, , ,72,1,100,                    ,                    ,0,1,0,0,0,0,TRESPASSER BEGAN WALKING ACROSS THE TRACKS AS THE TRAIN WAS PULLING INTO THE STATION. ENGINEER SOUND,"ED THE HORN WITHOUT RESPONSE FROM THE TRESPASSER. THE TRESPASS STOPPED, APPEARING TO WANT TO CHANGE ","DIRECTION, AND WAS STRUCK SUSTAINING MULTIPLE LIFE-THREATENING INJURIES. TRESPASSER WAS TRANSPORTED ",TO HOSPITAL FOR TREATMENT.,,SOUTHFLRAILCORRIDOR ,A,1,1,
K,15,11,ATK ,140060,,,    ,          ,15,11,CSX ,154354,,0,621284W,15,11,17,6,55,AM,DELAND              ,VOLUSIA             ,12,3,,                    ,SR-40,0,A,3,2,1,1,1,4,78,2,1,2,1,SINGLE MAIN         ,4,2,41,69,R,2,1,1,2,2,2,2,4,8,8000,3,1,0,0,1,2,1,6,,0,  ,102030607,197,,2015,                    ,Y,127,12C127,4,,,, , ,  ,1,223,                    ,                    ,0,0,0,0,0,0,AUTO TRAIN 53 OPERATING WITH LOCOMOTIVES E/814-E/832 AND 41 CARS STRUCK AN OCCUPIED VEHICLE AT MP 73,"6.63, STATE RD 40 CROSSING.  THERE WAS NO EQUIPMENT DAMAGE.  THE AGE OF DRIVER WAS NOT AVAILABLE.",,,,SANFORD             ,A,1,2,
,15,5,CSX ,146852,,,    ,          ,15,5,CSX ,146852,,0,626928N,15,5,28,6,0,AM,TAMPA               ,HILLSBOROUGH        ,12,3,,TAMPA               ,20TH ST,5,M,1,3,1,3,2,2,80,1,1,7,2,HOOKERS POINT BRANCH,1,2,25,8,E,1,1,1,2,1,2,2,1,8,2500,3,1,0,0,1,2,1,1,,0,  ,102030611,252,,2015,                    ,Y,57,12C057,4,,,, , ,41,1,3,                    ,                    ,0,0,0,0,0,0,"WHILE TRAVELING NORTHBOUND ON HOOKERS POINT BRANCH TRAIN Y30227 WAS STRUCK BY A 1999 FORD EXPLORER,",CAUSING EQUIPMENT DAMAGE TO CAR LOCATED IN POSITION THREE IN THE CONSIST. PROTECTION ALSO AT CROSSIN,G: PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,TAMPA TERMINAL      ,A,2,2,
,15,8,FEC ,X06080715,,,    ,          ,15,8,FEC ,X06080715,,1,272958Y,15,8,7,10,30,PM,VERO BEACH          ,INDIAN RIVER        ,12,3,,VERO BEACH          ,20TH STREET,,K,3,3,1,0,1,2,80,4,1,1,1,SINGLE MAIN TRACK   ,4,2,101,44,E,2,1,1,1,1, ,2,1,8,0, , ,0,1,0,2,1,2,,0,  ,10206,220,,2015,                    ,Y,61,12C061,4,,,, , ,61,1,2,                    ,                    ,0,1,0,0,0,0,TRESPASSER EXITED HIS VEHICLE THAT WAS STOPPED AT THE CROSSING AND PROCEEDED UNDER THE CROSSING GATE,.  TRESPASSER ATTEMPTED TO GRAB A HOLD OF AN UNKNOWN CAR LOCATED IN THE MIDDLE OF THE TRAIN AND FELL, SEVERING BOTH FEET.,,,SYSTEM              ,A,2,2,
,15,8,FEC ,X07082815,,,    ,          ,15,8,FEC ,X07082815,,1,272375M,15,8,28,12,53,AM,JUPITER             ,PALM BEACH          ,12,3,,JUPITER             ,RIVERSIDE DRIVE     ,1,A,3,3,1,38,2,2,78,4,1,1,1,SINGLE MAIN TRACK   ,4,3,88,30,E,1,1,1,1,1,2,2,7,8,15000,2,1,0,1,1,2,1,2,,0,  ,10206,264,,2015,                    ,Y,99,12C099,4,,,, , ,43,2,2,                    ,                    ,0,1,0,0,0,0,"DRIVER OF VEHICLE HAD STOPPED FOR THE ACTIVATED CROSSING SIGNAL.  AS TRAIN CONTINUED NORTHBOUND, VEH",ICLE EASED UNDER THE CROSSING GATE ARM AND THE FRONT OF VEHICLE STRUCK THE PASSING TRAIN.  DRIVER WA,"S TRANSPORTED TO THE HOSPITAL WITH UNSPECIFIED MINOR INJURIES.
  ",,,SYSTEM              ,A,2,2,
,15,7,CSX ,149970,,,    ,          ,15,7,CSX ,149970,,1,627433R,15,7,30,10,15,AM,INTERLACHEN         ,PUTNAM              ,12,3,,INTERLACHEN         ,CR-20A,5,C,1,3,2,1,2,4,90,2,1,1,1,SINGLE MAIN         ,1,2,7,8,E,1,1,1,2,2,2,2,3,8,6500,2,1,0,1,1,1,1,1,,0,  ,3060711,160,,2015,                    ,Y,107,12C107,4,,,, , ,48,1,2,                    ,                    ,0,1,0,0,0,0,LOG TRUCK RAN INTO SIDE OF A78130 WHILE A78130 WAS SHOVING ACROSS THE CROSSING. PROTECTION ALSO AT C,ROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES).,,,,WILDWOOD            ,A,2,2,
,15,11,CSX ,154060,,,    ,          ,15,11,CSX ,154060,,0,620619F,15,11,9,9,12,AM,JACKSONVILLE        ,DUVAL               ,12,3,,JACKSONVILLE        ,LANE AVENUE         ,0,C,1,2,1,1,1,4,78,2,1,1,1,SINGLE MAIN         ,4,2,38,32,E,1,1,1,1,1,2,2,4,8,25000,3,1,0,0,1,2,1,1,,0,  ,103050611,259,,2015,                    ,Y,31,12C031,4,,,, , ,54,1,2,                    ,                    ,0,0,0,0,0,0,Q17809 STRUCK A TRAILER OF A TRUCK THAT PULLED THRU THE GATES AND STOPPED. THE REAR OF THE TRAILER W,AS ON THE CROSSING CAUSING Q17809 TO HIT THE REAR OF TRAILER.PROTECTION ALSO AT CROSSING: ADVANCE WA,RNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,JACKSONVILLE TERMINA,A,2,2,
,15,11,CSX ,154317,,,    ,          ,15,11,CSX ,154317,,0,621054V,15,11,16,1,40,AM,JACKSONVILLE        ,DUVAL               ,12,3,,JACKSONVILLE        ,NORWOOD AVE         ,25,A,3,3,1,1,2,4,75,4,1,1,1,SINGLE MAIN         ,2,2,95,20,E,1,1,1,2,1,2,2,1,8,1000,3,1,0,0,1,2,1,1,,0,  ,102030611,222,,2015,                    ,Y,31,12C031,4,,,, , ,  , ,2,                    ,                    ,0,0,0,0,0,0,Q47215 WAS STRUCK BY A VEHICLE AT THE CROSSING. NO INJURIES AND THE VEHICLE DID NOT STOP. AGE AND GE,NDER OF DRIVER UNKNOWN. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LIN,ES & RR XING SYMBOLS).,,,KINGSLAND           ,A,1,2,
K,15,1,ATK ,135893,,,    ,          ,,,SCAX,          ,,0,922847D,15,1,9,1,19,PM,OCEANSIDE           ,ORANGE              ,6,7,,SAN CLEMENTE        ,DIJE CRT PED XING   ,,K,2,3,1,1,1,4,62,2,1,2,1,SINGLE MAIN TRACK   ,3,2,5,38,E,4,4,1,2,2, ,2,8,8,0, , ,1,0,0,2,1,6,,0,  ,103040607,145,,2015,                    ,Y,59,06C059,4,,,, , ,42,2,76,                    ,                    ,1,0,0,0,0,0,"TRAIN 777 STRUCK A PEDESTRIAN AT MP 203.95 SAN CLEMENTE BEACH TRAIL, A PEDESTRIAN CROSSING PROTECTED", BY BARRIER.   THERE WAS NO EQUIPMENT DAMAGE.,,,,ORANGE              ,A,2,2,
,15,2,BNSF,CA0215200,,,    ,          ,15,2,BNSF,CA0215200,,0,028390W,15,2,9,9,53,AM,SHAFTER             ,KERN                ,6,7,,SHAFTER             ,LERDO HWY           ,,K,2,3,1,1,1,2,68,2,1,1,1,SINGLE MAIN         ,5,5,55,53,R,4,1,1,1,2, ,2,8,8,, , ,1,0,0,2,1,1,,0,  ,103,0,,2015,                    ,Y,29,06C029,4,,,, , ,42,1,2,                    ,                    ,1,0,0,0,0,0,,,,,,BAKERSFIELD         ,A,1,2,
,15,7,CSX ,150099,,,    ,          ,15,7,CSX ,150099,,0,622341L,15,7,31,12,14,AM,TAFT                ,ORANGE              ,12,3,,TAFT                ,ROCKET BLVD         ,5,A,2,3,1,1,2,4,80,4,1,1,1,SINGLE MAIN         ,1,2,3,7,E,1, ,1,2,1,2,2,3,8,1000,3,1,0,0,1,2,1,1,,0,  ,80711,279,,2015,                    ,Y,95,12C095,4,,,, , ,  , ,3,                    ,                    ,0,0,0,0,0,0,DRIVER DID NOT STOP AT THE CROSSING STRIKING LOCOMOTIVE AND THEN LEFT THE LOCATION. THERE WAS NO DAM,AGE TO THE LOCOMOTIVE OR INJURIES TO THE CREW. MOTORISTS AGE AND GENDER UNKNOWN. PROTECTION ALSO AT ,CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,ORLANDO             ,A,2,2,
,15,8,CFRC,15215,,,    ,          ,15,8,CFRC,15215,,0,622072W,15,8,3,5,25,PM,LONGWOOD            ,SEMINOLE            ,12,3,,LONGWOOD            ,CR 427,,M,4,4,1,1,1,4,88,2,1,3,1,MAIN TRACK 2,4,1,2,41,R,1,1,1,1,1,2,2,4,4,100,3,1,0,0,1,2,1,6,,0,  ,10607,204,,2015,                    ,Y,117,12C117,4,,,, , ,  ,1,153,                    ,                    ,0,0,0,0,0,0,P322 WAS OPERATING NORTHBOUND ON #2 MAIN TRACK WHEN THE TRAIN STRUCK A SMALL TRAILER AT MP A 777.2 (,CR 427) THAT WAS IN THE FOUL OF THE TRACK. NO INJURIES TO THE DRIVER NOR TO THE PASSENGERS ON THE TR,AIN.,,,ORLANDO             ,A,1,1,
K,15,7,ATK ,138210,,,    ,          ,15,7,CSX ,149120,,1,620911P,15,7,13,4,37,PM,JACKSONVILLE        ,CLAY                ,12,3,,                    ,SHENANDOAH   R      ,25,A,4,3,1,1,1,4,92,2,2,2,1,SINGLE MAIN TRACK   ,3,2,11,60,R,1,1,1,2,2,2,2,1,8,15000,1,1,1,1,1,1,1,6,,1,  ,102030607,173,,2015,                    ,Y,19,12C019,4,,,, , ,34,2,267,                    ,                    ,1,0,0,0,0,1,TRAIN 98 OPERATING WITH LOCOMOTIVES E/135-E/192 AND 11 CARS STRUCK AN OCCUPIED AUTOMOBILE AT MP 660.,"46, SHENANDOAH DRIVE EAST CROSSING.  AMTRAKS EQUIPMENT DAMAGE IS $190.00.",,,,SANFORD             ,A,1,2,
,15,7,CSX ,148677,,,    ,          ,15,7,CSX ,148677,,0,339808G,15,7,2,2,55,PM,CRESTVIEW           ,OKALOOSA            ,12,3,,CRESTVIEW           ,ROSEBUD             ,0,D,1,2,1,1,1,2,81,2,2,1,1,SINGLE MAIN         ,3,2,21,43,R,2, ,1,2,2,2,2,4,8,6500,1,1,1,0,1,2,1,1,,1,  ,807,279,,2015,                    ,N,91,12C091,4,,,, , ,85,1,2,                    ,                    ,1,0,0,0,0,0,Q17902 STRUCK 2003 CHEVROLET S10 AT THE ROSEBUD DRIVE CROSSING AT 43 MPH TRAVELING IN THE SOUTH DIRE,CTION.  CREW STATED VEHICLE APPROACHED CROSSING AT QUICK PACE AND REALIZED THERE WAS A TRAIN COMING ,AND THEN STOPPED ON THE TRACK AND FROZE. DRIVER WAS AN 86 YEAR OLD ELDERLY MAN.,,,P&A                 ,B,1,2,
,15,7,FEC ,X05071015,,,    ,          ,15,7,FEC ,X05071015,,0,272483J,15,7,10,8,51,AM,BOYNTON BEACH       ,PALM BEACH          ,12,3,,BOYNTON BEACH       ,S. E. 12TH AVENUE,15,A,3,3,1,1,1,2,78,2,1,1,1,SINGLE MAIN TRACK   ,4,2,29,48,E,2,1,1,1,2,2,2,1,8,12000,1,1,1,0,1,2,1,2,,1,  ,10206,75,,2015,                    ,Y,99,12C099,4,,,, , ,25,1,2,                    ,                    ,1,0,0,0,0,0,DRIVER WENT AROUND GATES AND WAS STRUCK BY TRAIN SUSTAINING FATAL INJURIES.,,,,,SYSTEM              ,A,2,2,
,15,4,NS  ,115126,,,    ,          ,15,4,NS  ,115126,,4,726313X,15,4,4,7,45,PM,WHITE SPRINGS       ,HAMILTON            ,12,3,,N/A                 ,MILL ST             ,1,A,4,3,6,1,1,4,81,3,1,8,1,SINGLE MAIN TRACK   ,3,1,0,28,R,1, ,1,2,2,2,2,2,8,1000,2,1,0,4,4,2,1,1,,0,  ,7,55,,2015,                    ,Y,47,12C047,4,,,, , ,24,2,2,                    ,                    ,0,4,0,0,0,0,NS TRAIN G52 STRUCK A HWY-USER AT A HWY-GRADE CROSSING.,,,,,GEORGIA             ,A,1,2,
,15,1,CSX ,139713,,,    ,          ,15,1,CSX ,139713,,0,339691B,15,1,8,1,30,PM,GONZALEZ            ,ESCAMBIA            ,12,3,,GONZALEZ            ,E KINGSFIELD RD     ,,A,3,4,1,1,1,2,35,2,1,1,1,#1 MAIN,4,2,45,37,R,1,1,1,1,2,2,2,4,8,6500,3,1,0,0,2,2,1,1,,0,  ,103060711,147,,2015,                    ,Y,33,12C033,4,,,, , ,22,1,2,                    ,                    ,0,0,0,0,0,0,Q60107 STRUCK VEHICLE AT KINGSFIELD RD CROSSING. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PA,VEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,PD                  ,A,1,1,
