AMTRAK,IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,CASINJRR,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,STATION,COUNTY,STATE,REGION,DUMMY2,CITY,HIGHWAY,VEHSPD,TYPVEH,VEHDIR,POSITION,RREQUIP,RRCAR,TYPACC,HAZARD,TEMP,VISIBLTY,WEATHER,TYPEQ,TYPTRK,TRKNAME,TRKCLAS,NBRLOCOS,NBRCARS,TRNSPD,TYPSPD,TRNDIR,SIGNAL,LOCWARN,WARNSIG,LIGHTS,STANDVEH,TRAIN2,MOTORIST,VIEW,VEHDMG,DRIVER,INVEH,TOTKLD,TOTINJ,TOTOCC,INCDRPT,JOINTCD,TYPRR,DUMMY3,CASKLDRR,DUMMY4,CROSSING,NARRLEN,DUMMY5,YEAR4,DIVISION,PUBLIC,CNTYCD,STCNTY,HZMRLSED,HZMNAME,HZMQNTY,HZMMEAS,SIGWARNX,WHISBAN,DRIVAGE,DRIVGEN,PLEONTRN,SSB1,SSB2,USERKLD,USERINJ,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,NARR1,NARR2,NARR3,NARR4,NARR5,SUBDIV,ROADCOND,VIDEOT,VIDEOU,
,13,3,SCRT,3112013,,,    ,          ,13,3,SCRT,3112013,,0,753623N,13,3,11,6,41,AM,SUNRISE STATION     ,SACRAMENTO          ,6,7,,RANCHO CORDOVA      ,MERCANTILE DRIVE    ,,K,4,3,D,1,1,4,45,1,1,D,1,GOLD LINE           ,3,0,4,50,E,4,1,1,1,2, ,2,5,8,0, , ,1,0,0,2,1,3,,1,  ,1030506,495,,2013,                    ,Y,67,06C067,4,,,, , ,48,2,50,                    ,                    ,1,0,0,0,0,0,"INBOUND TRAIN APPROACHING THE MERCANTILE CROSSING, WITH FULL CROSSING PROTECTION, HAD A WOMAN WALKIN",G WITH A BIKE CROSS IN FRONT OF THE TRAIN.  SHE WAS WALKING TOWARD THE TRAIN AND THEN CROSSED IN FRO,NT OF THE PATH OF THE TRAIN.  SHE APPEARED TO BE UNAWARE OF THE TRAIN.  THE TRAIN OPERATOR USED THE ,HORN AND GONG TO WARN HER AND SHE DID NOT TURN HER HEAD OR HURRY TO CLEAR THE TRACK.  THE TRAIN OPER,ATOR WAS UNABLE TO STOP IN TIME TO AVOID HITTING HER.  #41 OTHER: THE PERSON USED SIDEWALK.,LR                  ,A,1,1,
,13,2,PCMZ,20130211B,,,    ,          ,13,2,PCMZ,20130211B,,0,754871R,13,2,11,2,25,PM,SAN MATEO           ,SAN MATEO           ,6,7,,SAN BRUNO           ,ANGUS AVE           ,0,C,4,1,1,1,1,4,50,2,1,3,1,2,4,1,5,25,R,2,1,1,3,3,3,2,4,8,20000,3,2,0,0,1,1,1,6,,0,  ,1030607,142,,2013,                    ,Y,81,06C081,4,,,, , ,  ,1,258,                    ,                    ,0,0,0,0,0,0,TRAIN 152 OPERATING SOUTH BOUND ON MT#2 STRUCK A EMPTY SEMI DUMP TRUCK TRAILER THAT WAS STOPPED ON T,"HE CROSSING AT ANGUS AVE IN SAN BRUNO, CA.",,,,CALTRAIN            ,A,2,2,
,13,3,PCMZ,20130304D,,,    ,          ,13,3,PCMZ,20130304D,,0,754869P,13,3,4,6,27,PM,SAN BRUNO           ,SAN MATEO           ,6,7,,SAN BRUNO           ,SAN BRUNO AVE       ,0,A,1,2,2,1,1,4,55,3,1,C,1,1,4,1,5,60,R, ,1,1,3,3,3,3,4,8,0,3,2,0,0,0,1,1,6,,0,  ,1030607,101,,2013,                    ,Y,81,06C081,4,,,, , ,40,1,153,                    ,                    ,0,0,0,0,0,0,CAR WAS STRUCK AT SAN BRUNO AVE MP 11.1 BY CALTRAIN 381. THE AGE AND GENDER OF THE DRIVER IS UNKNOWN,.,,,,CALTRAIN            ,A,2,2,
,13,10,UP  ,1013RS009,,,    ,          ,13,10,UP  ,1013RS009,,0,753258W,13,10,5,2,15,PM,ERLE                ,YUBA                ,6,7,,WHEATLAND           ,PRIVATE             ,0,C,4,2,1,1,1,4,78,2,1,1,1,SINGLE MAIN         ,4,3,57,50,R,2, ,1, ,2,2,2,4,8,1000,3,1,0,0,1,2,1,1,,0,  ,8,116,,2013,                    ,N,115,06C115,4,,,, , ,62,1,2,                    ,                    ,0,0,0,0,0,0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES). TRAIN CLIPPED THE REAR OF A TRACTOR TRAILER ,RIG/NO INJURIES.,,,,VALLEY SUB          ,A,1,2,
,13,12,BNSF,CA1213200,,,    ,          ,13,12,BNSF,CA1213200,,0,028582N,13,12,7,11,0,AM,FRESNO              ,FRESNO              ,6,7,,FRESNO              ,PALM AVE            ,,K,2,3,1,1,1,2,47,2,2,1,1,SINGLE MAIN         ,5,4,32,59,R,3,1,1, ,2, ,2,8,8,, , ,0,1,0,2,1,1,,0,  ,102,22,,2013,                    ,Y,19,06C019,4,,,, , ,56,1,2,                    ,                    ,0,1,0,0,0,0,41. ATTEMPTED SUICIDE.,,,,,BAKERSFIELD         ,A,1,2,
,13,12,BNSF,CA1213201,,,    ,          ,13,12,BNSF,CA1213201,,0,028687C,13,12,18,4,0,PM,MERCED              ,MERCED              ,6,7,,                    ,FRANKLIN RD         ,0,C,3,2,1,1,1,4,60,2,1,1,1,SINGLE MAIN         ,5,4,47,66,R,3,1,1,1,2,2,2,5,8,5000,3,2,0,0,0,2,1,1,,0,  ,102,42,,2013,                    ,Y,47,06C047,4,,,, , ,  ,1,3,                    ,                    ,0,0,0,0,0,0,DRIVER AGE UNKNOWN. 41: UNOCCUPIED VEHICLE,,,,,STOCKTON            ,A,1,2,
,13,5,CSX ,116245,,,    ,          ,13,5,CSX ,116245,,0,628389J,13,5,15,5,0,AM,HIALEAH             ,MIAMI-DADE          ,12,3,,MIAMI               ,PVT                 ,5,A,1,3,5,1,2,4,50,1,1,6,4,SPUR                ,1,0,5,,E,3, ,1,2,1,2,2,3,8,1000,3,1,0,0,1,2,1,1,,0,  ,710,500,,2013,                    ,N,86,12C086,4,,,, , ,  ,1,0,                    ,                    ,0,0,0,0,0,0,CONDUCTOR WAS FLAGGING THE CROSSING SO THAT Y32214 COULD TO MAKE A COUPLE WITH A SET OF 5 STANDING C,"ARS. THE CONDUCTOR INSTRUCTED THE ENGINEER TO START THE SHOVE TO COUPLE, AS THEY PROCEEDED, A CAR CA",ME UPON THE CROSSING AND DECIDED HE WAS GOING TO BEAT THE TRAIN. THE CONDUCTOR INSTRUCTED THE CAR TO, STOP BUT INSTEAD THE CAR ACCELERATED AND SWERVED INTO THE KNUCKLE OF THE STANDING CARS PRIOR TO THE," COUPLING. DRIVER GOT OUT AND WALKED AWAY, POLICE RPT DOES NOT IDENTIFY A DRIVER. DRIVERS AGE IS UNK",MIAMI               ,A,2,2,
,13,5,CSX ,116388,,,    ,          ,13,5,CSX ,116388,,0,620640L,13,5,20,5,30,PM,JACKSONVILLE        ,DUVAL               ,12,3,,JACKSONVILLE        ,CYLINDER LN         ,15,C,1,3,1,1,1,4,85,2,1,1,1,1,4,3,26,30,E,1, ,1,2,2,2,2,2,8,2000,3,1,0,0,1,2,1,1,,0,  ,807,56,,2013,                    ,N,31,12C031,4,,,, , ,34,1,2,                    ,                    ,0,0,0,0,0,0,"L18019 STRUCK VEHICLE ON CROSSING, NO INJURIES REPORTED.",,,,,JACKSONVILLE TERMINA,A,2,2,
,13,6,CSX ,117877,,,    ,          ,13,6,CSX ,117877,,1,625885U,13,6,28,4,54,PM,ALACHUA             ,ALACHUA             ,12,3,,ALACHUA             ,PRIVATE ROAD        ,10,A,4,3,6,1,1,4,91,2,2,8,1,SINGLE MAIN         ,3,2,0,35,E,2, ,1,2,2,2,2,3,8,2000,2,1,0,1,1,2,1,1,,0,  ,807,186,,2013,                    ,N,1,12C001,4,,,, , ,49,2,2,                    ,                    ,0,1,0,0,0,0,V12827 STRUCK VEHICLE ON CROSSING. VEHICLE OCCUPANT FAILED TO STOP AT CROSSING CAUSING V12827 TO STR,IKE VEHICLES FRONT END. VEHICLE OCCUPANT WAS TAKEN TO HOSPITAL FOR FURTHER EVALUATION.,,,,BROOKER             ,A,2,2,
,13,6,CSX ,117884,,,    ,          ,13,6,CSX ,117884,,0,339809N,13,6,29,6,20,AM,DEFUNIAK SPRINGS    ,WALTON              ,12,3,,DEFUNIAK SPRINGS    ,285 SR,0,A,3,1,1,1,1,2,84,1,3,1,1,SINGLE MAIN         ,4,7,81,40,E,1,1,1,2,2,2,2,5,8,19000,3,2,0,0,0,2,1,1,,0,  ,102030611,355,,2013,                    ,Y,131,12C131,4,,,, , ,  ,2,2,                    ,                    ,0,0,0,0,0,0,Q60228 WAS APPROACHING THE CROSSING AND NOTICED THERE WAS A VEHICLE STUCK ON SR 285 CROSSING. THE EN,GINEER PLACED THE TRAIN INTO EMERGENCY APPROXIMATELY 800 FT FROM THE ROAD CROSSING AND CONTINUED TO,BLOW THE HORN AND RING THE BELL. DRIVERS AGE IS UNKNOWN. PROTECTION ALSO AT CROSSING: ADVANCE WARNIN,G AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,PA                  ,B,1,2,
,13,6,CSX ,117892,,,    ,          ,13,6,CSX ,117892,,0,625304U,13,6,29,4,55,PM,SAINT CATHERIN      ,HERNANDO            ,12,3,,WEBSTER             ,PRIVATE ROAD D      ,20,A,4,3,1,1,1,4,90,2,2,1,1,#2,4,3,106,50,E,2, ,1,2,2,2,2,3,8,5000,3,1,0,0,1,2,1,1,,0,  ,807,56,,2013,                    ,N,53,12C053,4,,,, , ,54,2,2,                    ,                    ,0,0,0,0,0,0,N03721 COLLIDED WITH A OCCUPIED VEHICLE ON THE CROSSING.,,,,,WILDWOOD            ,A,1,2,
,13,8,SFRV,80513,,,    ,          ,13,8,CSX ,XXX       ,,0,628290Y,13,8,5,9,49,AM,HOLLYWOOD           ,BROWARD             ,12,3,,HOLLYWOOD           ,HALLANDALE BEACH BLV,0,K,4,2,2,1,1,4,90,2,1,C,1,MAIN LINE 2,4,1,3,43,R,1,1,1,3,2, ,2,8,8,0, , ,1,0,0,2,1,6,,0,  ,10307,240,,2013,                    ,Y,11,12C011,4,,,, , ,45,1,80,                    ,                    ,1,0,0,0,0,0,TRESPASSER RAN FROM BEHIND A COMMERCIAL BUSINESS SIGN AND LAYED ON THE TRACKS AS THE NORTHBOUND TRAI,N ARRIVED AT THE CROSSING. THE TRESPASSER WAS STRUCK AND EXPIRED FROM MULTIPLE FATAL INJURIES. LAW E,NFORCEMENT RULED THE INCIDENT A SUICIDE.,,,MIAMI               ,A,1,1,
,13,1,FEC ,X01010913,,,    ,          ,13,1,FEC ,X01010913,,1,272338K,13,1,9,2,6,AM,JENSEN BEACH        ,MARTIN              ,12,3,,JENSEN BEACH        ,R. M. PITCHFORD     ,0,D,3,2,1,1,1,2,72,4,3,1,1,SINGLE MAIN TRACK   ,4,2,64,35,E,1,1,1,2,2,2,2,4,8,8500,2,1,0,1,1,2,1,2,,0,  ,10306,291,,2013,                    ,N,85,12C085,4,,,, , ,64,1,2,                    ,                    ,0,1,0,0,0,0,TRAIN WAS HEADING NORTHBOUND WHEN THEY SPOTTED A PICKUP TRUCK FACING SOUTHEAST SITTING ON THE TRACKS, WITH ITS HEADLIGHTS OFF.  THE DRIVER MADE NO ATTEMPT TO MOVE FROM THE PATH OF THE TRAIN AND WAS STR,UCK BY THE LEAD ENGINE.  DRIVER WAS TRANSPORTED TO TRAUMA CENTER WITH UNSPECIFIED INJURIES.,,,SYSTEM              ,B,2,2,
,13,5,CSX ,115870,,,    ,          ,13,5,FEC ,XXX       ,,0,271816E,13,5,6,12,26,AM,FEC BOWDEN YARD     ,DUVAL               ,12,3,,JACKSONVILLE        ,ATLANTIC BLVD       ,5,A,3,3,1,43,2,4,68,4,1,7,1,SINGLE MAIN         ,2,1,46,15,E,1,1,1,2,1,2,2,5,8,2000,3,1,0,0,1,2,1,1,,0,  ,102030607,172,,2013,                    ,Y,31,12C031,4,,,, , ,19,1,2,                    ,                    ,0,0,0,0,0,0,Y22205 WAS ON THEIR WAY TO THE FEC WHEN A CAR STRUCK THE CROSSING ARM AND THEN THE 3RD TO LAST CAR O,F THEIR TRAIN AT THE CROSSING ON ATLANTIC BLVD. FEC DAMAGES ARE $360.72.,,,,JACKSONVILLE TERMINA,A,2,2,
,13,9,CSX ,120795,,,    ,          ,13,9,CSX ,120795,,3,339808G,13,9,21,8,59,AM,CRESTVIEW           ,OKALOOSA            ,12,3,,CRESTVIEW           ,ROSEBUD DRIVE       ,1,D,1,3,1,1,1,2,81,2,3,1,1,SINGLE MAIN         ,4,2,68,43,R,2, ,1,2,2,2,2,2,8,13000,2,1,0,3,3,2,1,1,,0,  ,7,149,,2013,                    ,N,91,12C091,4,,,, , ,45,1,2,                    ,                    ,0,3,0,0,0,0,Q60920 STRUCK VEHICLE OCCUPYING TRACKS AT ROSEBUD CROSSING. VEHICLE WAS TRAVELING FROM THE RAILROAD,EAST DIRECTION WHEN IT ATTEMPTED TO CROSS TRACKS.,,,,PA                  ,B,1,1,
,13,12,SCXF,20131205,,,    ,          ,13,12,SCXF,20131205,,1,272299W,13,12,5,11,50,PM,BELLEGLADE          ,PALM BEACH          ,12,3,,BELLE GLADE         ,HOOKER HIGHWAY      ,0,A,3,2,1,1,1,4,80,4,1,1,1,SINGLE MAIN         ,3,1,54,34,R,1,1,1,1,1,2,2,4,8,8000,2,1,0,1,1,2,1,3,,0,  ,1020506,189,,2013,                    ,Y,99,12C099,4,,,, , ,59,2,2,                    ,                    ,0,1,0,0,0,0,"HIGHWAY USER PROCEEDED OVER CROSSING PRIOR TO SIGNAL ACTIVATION, AS THE TRAIN APPROACHED THE CROSSIN",G THE SIGNALS ACTIVATED AND THE HIGHWAY USER BACKED ONTO THE TRACK IN FRONT OF THE TRAIN.,,,,SOUTHBAY            ,A,2,2,
,13,5,NS  ,104790,,,    ,          ,13,5,NS  ,104790,,0,915962T,13,5,25,8,34,PM,JACKSONVILLE        ,DUVAL               ,12,3,,JACKSONVILLE        ,INTERMODAL CROSSING ,1,A,1,3,2,1,1,4,73,4,1,7,2,YARD TRACK          ,1,1,8,5,E,1, ,1,2,1,2,2,3,8,3500,3,1,0,0,1,2,1,1,,0,  ,7,50,,2013,                    ,N,31,12C031,4,,,, , ,41,1,3,                    ,                    ,0,0,0,0,0,0,TRAIN STRUCK VEHICLE FOULING CROSSING IN THE YARD.,,,,,GEORGIA             ,A,2,2,
,13,11,FEC ,X19110413,,,    ,          ,13,11,FEC ,X19110413,,1,272513Y,13,11,4,7,25,PM,DEERFIELD  BEACH    ,BROWARD             ,12,3,,DEERFIELD BEACH     ,S. W. 4TH STREET,0,E,3,2,1,1,1,2,73,4,1,1,1,SINGLE MAIN TRACK   ,4,3,75,46,E,1,1,1,2,1,2,2,4,8,10000,2,1,0,1,1,2,1,2,,0,  ,10306,317,,2013,                    ,Y,11,12C011,4,,,, , ,54,1,2,                    ,                    ,0,1,0,0,0,0,DRIVER STATED THAT HE WAS ATTEMPTING TO MAKE A RIGHT HAND TURN WHEN THE CROSSING ARM STARTED TO FLAS,H AND CAME DOWN IN FRONT OF HIM.  HE ATTEMPTED TO REVERSE BUT THE OTHER ARM CAME DOWN TRAPPING HIM O,N THE TRACKS.  VEHICLE WAS STRUCK BY TRAIN AND DRIVER WAS TRANSPORTED TO HOSPITAL WITH NON-LIFE THRE,ATENING INJURIES. ,,SYSTEM              ,A,2,2,
,13,5,FEC ,X10050413,,,    ,          ,13,5,FEC ,X10050413,,0,272475S,13,5,4,9,50,PM,BOYNTON BEACH       ,PALM BEACH          ,12,3,,LANTANA             ,MINER ROAD          ,0,E,4,1,1,1,1,2,80,4,1,1,1,DOUBLE MAIN TRACK   ,4,2,96,45,E,2,1,1,2,1,2,2,4,8,10000,1,1,1,0,1,2,1,2,,1,  ,10306,201,,2013,                    ,Y,99,12C099,4,,,, , ,57,1,2,                    ,                    ,1,0,0,0,0,0,DRIVER DROVE AROUND THE DOWN CROSSING ARM ONTO THE TRACK AND BECAME STUCK ON TRACKS AND WAS STRUCK B,Y TRAIN SUSTAINING FATAL INJURIES.  PASSENGER EXITED THE VEHICLE PRIOR TO IMPACT AND WAS NOT INJURED,.,,,SYSTEM              ,A,2,2,
,13,6,SFRV,62113,,,    ,          ,13,6,CSX ,XXX       ,,0,628320N,13,6,21,10,54,AM,GOLDEN GLADES       ,DADE                ,12,3,,OPA LOCKA           ,NW 22ND AV,0,B,3,2,2,1,1,4,85,2,1,C,1,MAIN TRACK 2,4,1,3,32,E,1,1,1,1,3,2,2,4,8,1000,3,1,0,0,1,2,1,6,,0,  ,10203050607,255,,2013,                    ,Y,25,12C025,4,,,, , ,50,1,72,                    ,                    ,0,0,0,0,0,0,NORTHBOUND COMMUTER TRAIN CLIPPED THE REAR OF A HIGHWAY VEHICLE STOPPED BETWEEN THE CROSSING GATES. ,FIRE RESCUE RESPONDED AND THE DRIVER OF THE VEHICLE WAS FOUND TO HAVE NO INJURIES. TRAIN SUSTAINED M,INOR SUPERFICIAL DAMAGE. NO REPORTED PASSENGER INJURIES,,,MIAMI               ,A,2,2,
,13,9,CSX ,120866,,,    ,          ,13,9,CFRC,XXX       ,,0,622183N,13,9,24,6,13,AM,ORLANDO             ,ORANGE              ,12,3,,ORLANDO             ,WEST AMELIA ST      ,0,B,3,2,1,1,1,2,75,1,2,1,1,#2 MAIN,4,2,68,10,E,2,1,1,2,2,2,2,5,8,10000,3,2,0,0,1,2,1,1,,0,  ,102030611,291,,2013,                    ,Y,95,12C095,4,,,, , ,31,1,2,                    ,                    ,0,0,0,0,0,0,Q45523 STRUCK UNOCCUPIED VEHICLE PARKED TOO CLOSE TO THE TRACK ON THE CROSSING. DRIVER WAS WORKING A,ND CLEANING OUT THE PORT-A-POTTY AT THE TIME OF THE INCIDENT. CFRC REPORTS NO TRACK DAMAGES. PROTECT,ION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,ORLANDO             ,A,1,2,
,13,6,CSX ,116997,,,    ,          ,13,6,CSX ,116997,,0,624556S,13,6,5,2,45,AM,JACKSONVILLE        ,HILLSBOROUGH        ,12,3,,PLANT CITY          ,LAURA ST            ,5,A,3,3,1,1,2,4,74,4,1,1,1,SINGLE MAIN         ,3,2,92,22,E,1,1,1,2,2,2,2,3,8,8000,3,1,0,0,2,2,1,1,,0,  ,30611,141,,2013,                    ,Y,57,12C057,4,,,, , ,20,2,2,                    ,                    ,0,0,0,0,0,0,MOTORIST STRUCK O82104 AND LEFT THE SCENE. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT, MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,PLANT CITY          ,A,2,2,
,13,6,CSX ,117391,,,    ,          ,13,6,CSX ,117391,,0,624386A,13,6,17,5,35,AM,PLANT CITY          ,HILLSBOROUGH        ,12,3,,PLANT CITY          ,PRIVATE ROAD        ,0,C,3,2,1,1,1,2,80,4,2,1,1,SINGLE MAIN         ,4,2,137,45,E,2, ,1,2,2,2,2,4,8,5000,3,1,0,0,1,2,1,1,,0,  ,7,73,,2013,                    ,N,57,12C057,4,,,, , ,64,1,3,                    ,                    ,0,0,0,0,0,0,Q44116 STRUCK FLATBED TRUCK AT CROSSING THAT WAS STOPPED ON THE CROSSING.,,,,,YEOMAN              ,A,1,2,
